,water_year,mav
0,1995,81.06764285714287
1,1996,166.8926428571439
2,1997,159.0946285714296
3,1998,81.92172857142961
4,1999,201.72532857142963
5,2000,170.95610000000104
6,2001,101.09758571428677
7,2002,85.47410000000104
8,2003,68.75167142857246
9,2004,187.39844285714364
10,2005,149.37230000000076
11,2006,148.7465000000008
12,2007,79.7667285714291
13,2008,91.23347142857195
14,2009,82.03282857142908
