,water_year,mav
0,1995,64.69707814285714
1,1996,76.35122357142859
2,1997,65.5941434285717
3,1998,63.40798571428598
4,1999,68.26995185714311
5,2000,61.777310428571425
6,2001,48.80329385714286
7,2002,44.952402285714285
8,2003,43.48036514285714
9,2004,52.050568142857664
10,2005,53.44722257142896
11,2006,55.60555000000039
12,2007,65.76615257142922
13,2008,47.57724057142948
14,2009,40.114512142857855
