,water_year,mav
0,1995,69.94285928571415
1,1996,17.3238094285713
2,1997,90.24721171428544
3,1998,18.30059514285688
4,1999,102.05952657142832
5,2000,47.59623671428545
6,2001,39.4821428571426
7,2002,70.63571728571402
8,2003,47.84490799999974
9,2004,85.02857214285689
10,2005,83.6748755714283
11,2006,84.25360557142831
12,2007,6.835265000000065
13,2008,41.90178571428584
14,2009,3.0988494285715587
